year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
3rd Year,1e7c263e8dbe,discuss ao algorithm give one example where ao is suitable to apply,Discuss AO* algorithm. Give one example where AO* is suitable to apply.,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,123
3rd Year,b7dee86a750d,discuss different standards of ethernet,Discuss different standards of Ethernet.,COMPUTER NETWORK,CSE-3rd-year.pdf,1,2163
3rd Year,dad58ecab40d,discuss memory representations of a graph,Discuss memory representations of a graph,TCS-503/1680,CSE-3rd-year.pdf,1,6800
3rd Year,098d4e3ff577,discuss reachability c give the dag representation of basic blocks and perform code improving transformations on the code represented by the block also explain peephole optimization,"discuss reachability. (10 marks) c) Give the DAG representation of basic blocks and perform code improving transformations on the  code represented by the block. Also, explain peephole optimization. (10 marks)",S🡪AA,CSE-3rd-year.pdf,1,1199
3rd Year,1e1cab1c795a,discuss the impact of ai on society,Discuss the impact of AI on society?,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,5111
3rd Year,52a8923647e6,discuss the important design issues for various layers write a short notes on connection oriented and connectionless services,Discuss the important design issues for various layers. Write a short notes on connection oriented and connectionless services.,UNIT-I,CSE-3rd-year.pdf,1,5699
3rd Year,5c792e8d8d85,discuss the matrix chain,Discuss the matrix chain,Q3.,CSE-3rd-year.pdf,1,7579
3rd Year,f50d461e198d,discuss the role of protocols in lan technology with examples also state advantages and disadvantages of fddi and ethernet lan technologies,Discuss the role of protocols in LAN technology with examples also state advantages and disadvantages of FDDI and Ethernet LAN technologies.,UNIT-II,CSE-3rd-year.pdf,1,5742
3rd Year,3a7b3cfbed6c,discuss the role of various phases of complier in translation of,Discuss the role of various phases of complier in translation of,SECTION-E,CSE-3rd-year.pdf,1,1668
3rd Year,d207c7e65aff,discuss the traveling salesman problem,Discuss the traveling salesman problem.,(C),CSE-3rd-year.pdf,1,5930
3rd Year,29537c416970,discuss the use of udp,discuss the use of UDP.,Q.4.,CSE-3rd-year.pdf,1,2503
3rd Year,38831b356425,discuss the various approaches used for organization of symbol,Discuss the various approaches used for organization of symbol,OLI OTOD OS => [,CSE-3rd-year.pdf,1,5590
3rd Year,68c0369d1f1c,discuss unicast routing protocols,Discuss unicast routing protocols.,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3243
3rd Year,87c5f0c760e2,distinguish between forward and backward chaining,Distinguish between forward and backward chaining?,(C),CSE-3rd-year.pdf,1,362
3rd Year,1b67381eec4d,do you analyze the data in hadoop,do you analyze the  data in Hadoop?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6912
3rd Year,fdf6f3a242a0,do you think we will stop using the,Do you think we will stop using the,Q.4.,CSE-3rd-year.pdf,1,2535
3rd Year,91be5e02e08f,does greedy method effective to solve the,Does greedy method effective to solve the 0/1,Q2.,CSE-3rd-year.pdf,1,7566
3rd Year,df45a03b5ce4,does it occur,does it occur?,SECTION-1,CSE-3rd-year.pdf,1,6400
3rd Year,a9cdfafca7a3,draw a b tree of order inserting the following elements in sequence,Draw a B-tree of order 3 inserting the following elements in sequence,Q2.,CSE-3rd-year.pdf,1,7554
3rd Year,376b86aa4d4a,draw a complete graph with n,Draw a complete graph with n=4.,GRAPH THEORY,CSE-3rd-year.pdf,1,3535
3rd Year,6cd7f3087ec5,draw a directed weighted graph g with vertices and edges such that g contains a minimum weight cycle with at least edges show that the bellman ford algorithm will find this cycle,"Draw a (simple) directed weighted graph G with 10 vertices and 18 edges, such that G contains a minimum-weight cycle with at least 4 edges. Show that the Bellman-Ford algorithm will find this cycle.",SECTION-4,CSE-3rd-year.pdf,1,6499
3rd Year,5e07041e6bf0,draw architectural diagram for,Draw architectural diagram for,DATA ANALYTICS,CSE-3rd-year.pdf,1,6932
3rd Year,4fa8c717207e,draw diagram to discuss features of hadoop how,Draw diagram to discuss features of Hadoop. How,DATA ANALYTICS,CSE-3rd-year.pdf,1,6911
3rd Year,098ec04db0f0,draw the flow chart for midpoint circle generation algorithm,Draw the flow chart for midpoint circle generation algorithm.?,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,659
3rd Year,c9a03b01b4e4,draw the isdn communication architecture,Draw the ISDN communication architecture?,NETWORKS,CSE-3rd-year.pdf,1,2432
3rd Year,3a6115976128,e what are basic blocks,e) What are basic blocks?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1030
3rd Year,9c4d6a9b0d0d,e what is congestion,e) What is congestion?,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3188
3rd Year,1f0528a10b39,each other,each other?,BCST-604A,CSE-3rd-year.pdf,1,4772
3rd Year,83ae30764516,entering polygons,entering polygons?,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,681
3rd Year,c6e454d960df,environment,environment?,TCS-603/2000/4,CSE-3rd-year.pdf,1,3339
3rd Year,c3499c272973,example,example?,BCST-602,CSE-3rd-year.pdf,1,4531
3rd Year,f7c1380a0d71,explain,Explain,-X-,CSE-3rd-year.pdf,1,4225
3rd Year,f7c1380a0d71,explain,Explain,DATA ANALYTICS,CSE-3rd-year.pdf,1,6931
3rd Year,f7c1380a0d71,explain,Explain,TCS-601/1970/4,CSE-3rd-year.pdf,1,3824
3rd Year,f7c1380a0d71,explain,Explain :,[P.T.O.],CSE-3rd-year.pdf,1,790
3rd Year,f7c1380a0d71,explain,Explain.,203-30T,CSE-3rd-year.pdf,1,4459
3rd Year,f7c1380a0d71,explain,Explain.,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3019
3rd Year,f7c1380a0d71,explain,Explain.,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3144
3rd Year,f7c1380a0d71,explain,Explain.,DS-99721,CSE-3rd-year.pdf,1,5974
3rd Year,f7c1380a0d71,explain,Explain.,TCS-601/1970/4,CSE-3rd-year.pdf,1,3828
3rd Year,f7c1380a0d71,explain,Explain.,TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4389
3rd Year,f7c1380a0d71,explain,explain.,TCS-601/1970/4,CSE-3rd-year.pdf,1,3844
3rd Year,6eecf83ccfe4,explain a algorithm by an example,Explain A* Algorithm by an example.,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,119
3rd Year,0014082f030d,explain a searching technique in detail with example discuss conditions for,Explain A* searching technique in detail with example. Discuss conditions for,(C),CSE-3rd-year.pdf,1,422
3rd Year,6363ea3fd392,explain about role of minimum distance in error correction and detection calculate crc for a bit sequence the generator polynomial is x x,Explain about role of minimum distance in error correction and detection. Calculate CRC for a 10 bit sequence 1010011110. The generator polynomial is x3+x+1.,UNIT-II,CSE-3rd-year.pdf,1,5737
3rd Year,e32108ef2803,explain about the communication taking place between the session layer presentation layer and transport layer also explain the duties of presentation layer,"Explain about the communication taking place between the session layer, presentation layer and transport layer. Also explain the duties of presentation layer.",UNIT-IV,CSE-3rd-year.pdf,1,5771
3rd Year,9d4c353a7194,explain about the painter s algorithm explain the situation where the painter s,Explain about the painter's algorithm. Explain the situation where the painter's,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,685
3rd Year,05932bc38800,explain advantages and limitations of these days expert,Explain advantages and limitations of these days expert,DS-1079],CSE-3rd-year.pdf,1,5203
3rd Year,c82bacd175c8,explain all the issues in knowledge representation,(A) Explain all the issues in knowledge representation?,10X2,CSE-3rd-year.pdf,1,436
3rd Year,a1ddd25fcf77,explain any five applications area of al in short,Explain any five applications area of Al in short.,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,110
3rd Year,36acb0282db0,explain any one of them,Explain any one of them.,PTO,CSE-3rd-year.pdf,1,2054
3rd Year,52e4ba521349,explain back propagation algorithm for neural nets learning,Explain back propagation algorithm for neural nets learning?,(C),CSE-3rd-year.pdf,1,428
3rd Year,ef119bf67b94,explain backtracking why it is required,Explain backtracking why it is required?,Q5.,CSE-3rd-year.pdf,1,7618
3rd Year,836ba606d844,explain boyer moore algorithm for string matching,Explain Boyer-Moore algorithm for string matching,Q5.,CSE-3rd-year.pdf,1,7620
3rd Year,a9579685777f,explain breadth first search algorithm,(B) Explain breadth first search algorithm?,(F),CSE-3rd-year.pdf,1,390
3rd Year,f112b3c5218d,explain briefly the bus backbone and star backbone also state and explain different types of delays,Explain briefly the bus backbone and star backbone also state and explain different types of delays.,UNIT-I,CSE-3rd-year.pdf,1,5710
3rd Year,9a4353d5feed,explain co axial cable in brief,Explain co-axial cable in brief.,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3205
3rd Year,f5bc70ecd4b1,explain data independence with a suitable diagram explain the structure of relational databases with examples b consider the following schema for institute library student book issue,"Explain Data independence with a suitable diagram. (5 marks) (ii) Explain the Structure of Relational Databases with examples. (5 marks)  b) Consider the following schema for institute library: (10 marks) Student (RollNo, Name, Father_ Name, Branch) Book (ISBN, Title, Author, Publisher) Issue (RollNo, ISBN, Date-of –Issue)",DATABASE MANAGEMENT SYSTEM,CSE-3rd-year.pdf,1,6978
3rd Year,1bc2a130d8d9,explain difference between polygon relative and polygon absolute algorithm of,Explain difference between polygon relative and polygon absolute algorithm of,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,679
3rd Year,87e72c0265c0,explain differences of inter and trans firewall analytics,Explain differences of inter and trans firewall  analytics?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6934
3rd Year,8ab6f7e4cef1,explain different types of,Explain different types of,UNIT-I,CSE-3rd-year.pdf,1,5692
3rd Year,ea15ec5234bd,explain disjoint set operations also explain the applications of disjoint set data,Explain disjoint set Operations Also Explain the applications of Disjoint -Set data,DESIGN & ANALYSIS OF ALGORITHM,CSE-3rd-year.pdf,1,6643
3rd Year,28254013806d,explain fifo policy in detail,Explain FIFO policy in detail.,TCS-601/1970/4,CSE-3rd-year.pdf,1,3832
3rd Year,ece93254005f,explain finite state machines and regular expressions with the help of one example,Explain Finite state machines and regular expressions with the help of one example.,[P.T.O.],CSE-3rd-year.pdf,1,1587
3rd Year,7bed278ca7a7,explain greedy algorithms with the help of suitable examples,Explain greedy algorithms with the help of suitable examples?,Q5.,CSE-3rd-year.pdf,1,7612
3rd Year,5ebc2ae3fbcc,explain heap sort with suitable examples,Explain Heap sort with suitable examples.,Q1.,CSE-3rd-year.pdf,1,7502
3rd Year,ddb1b86b4914,explain how one can check the intelligence of a machine,Explain how one can check the intelligence of a machine?,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,5095
3rd Year,541f8c8a8c96,explain how rasterization accuracy is preserved despite using integer arithmetic,Explain how rasterization accuracy is preserved despite using integer arithmetic?,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,655
3rd Year,592a17a9e0a4,explain how the transfer protocol clients servers are configured discuss the various ftp and telnet commands,Explain how the transfer protocol clients servers are configured. Discuss the various FTP and telnet commands.,UNIT-V,CSE-3rd-year.pdf,1,5656
3rd Year,75d23be5da6e,explain how they can be,Explain how they can be,APPLE,CSE-3rd-year.pdf,1,149
3rd Year,1532342939e3,explain how to display file structure and control test,Explain how to display file structure and control test?,GRAPHICS,CSE-3rd-year.pdf,1,1954
3rd Year,a1692cb50155,explain in detail,Explain in detail.,UNIT - IV,CSE-3rd-year.pdf,1,2865
3rd Year,8ca7cdd1584c,explain in detail dda algorithm of line,Explain in detail DDA algorithm of line?,GRAPHICS,CSE-3rd-year.pdf,1,1958
3rd Year,f1173d239cd3,explain in detail travelling salesman,Explain in detail travelling salesman,Q5.,CSE-3rd-year.pdf,1,7623
3rd Year,13fb82eaf15f,explain interface hierarchies with,Explain interface hierarchies with,203-30T,CSE-3rd-year.pdf,1,4445
3rd Year,738e5db15773,explain it with suitable,Explain it with suitable,TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4407
3rd Year,e11d5911bedf,explain it with suitable examples,Explain it with suitable examples.,TCS-605/000/3 1980,CSE-3rd-year.pdf,1,4361
3rd Year,11e28baf8a8e,explain it with the help of suitable diagram and how much time is spent scanning across each row of pixels during screen refresh on a raster system with a resolution of,explain it with the help of suitable diagram And how much time is spent scanning across each row of pixels during screen refresh on a raster system with a resolution of 640*480,"P2(28,22).",CSE-3rd-year.pdf,1,1895
3rd Year,f8e6811f6cab,explain iterative deepening depth first search algorithm,Explain iterative deepening depth first search algorithm?,(C),CSE-3rd-year.pdf,1,448
3rd Year,a76f4eb8d5f3,explain its application and working,Explain its application and working.,10X 2,CSE-3rd-year.pdf,1,457
3rd Year,0e689b43dd7a,explain its architecture with suitable diagram in qu,Explain its architecture with suitable diagram. In qu,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,5107
3rd Year,fa45aff395a3,explain its capabilities also mention the name,"Explain its capabilities, also Mention the name",Q4.,CSE-3rd-year.pdf,1,1436
3rd Year,ccf705868c02,explain its importance,Explain its importance.,[P.T.O.],CSE-3rd-year.pdf,1,1583
3rd Year,75319181ccfe,explain its installing process and two execution types or,Explain its installing process and two execution types or,DATA ANALYTICS,CSE-3rd-year.pdf,1,6930
3rd Year,f77da057d0c0,explain its significance in ai reasoning under uncertainty what is the role of conditional probability in bayesian networks,explain its significance in AI reasoning under uncertainty.  (ii) What is the role of conditional probability in Bayesian networks?,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,51
3rd Year,23d42b8d4ffe,explain knowledge based agent with example,Explain knowledge based agent with example.,APPLE,CSE-3rd-year.pdf,1,157
3rd Year,da5c1b45a54f,explain liang barsky line clipping algorithm,Explain Liang barsky line clipping algorithm..,PTO,CSE-3rd-year.pdf,1,2032
3rd Year,261db50c3727,explain lisp and prolog conditional statements constructs with suitable programming illustration,Explain LISP and PROLOG conditional statements constructs with suitable programming illustration.,DS-1079],CSE-3rd-year.pdf,1,5162
3rd Year,9a1a2b2c7b3d,explain list any two applications,Explain. List any  two applications.,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3063
3rd Year,7dcae3c82df3,explain machine dependent and,Explain machine dependent and,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1073
3rd Year,357685aac280,explain master s theorem,Explain Master's Theorem.,Q1.,CSE-3rd-year.pdf,1,7516
3rd Year,a31c6370d800,explain merge sort technique discuss the time complexity of merge sort f explain strassen s matrix multiplication and its time complexity,Explain Merge sort technique. Discuss the time complexity of merge sort. f) Explain Strassen’s matrix multiplication and its time complexity.,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3004
3rd Year,09e06ae0c3e8,explain multi agent planning with the help of example,Explain multi-agent planning with the help of example?,(E),CSE-3rd-year.pdf,1,402
3rd Year,ba195dab57de,explain n queens problem with an algorithm explain why backtracking is defined as a default procedure of last resort for solving problems,Explain N-queens problem with an algorithm. Explain why backtracking is defined as a default procedure of last resort for solving problems.,SECTION-3,CSE-3rd-year.pdf,1,6459
3rd Year,427e706e9c11,explain nagel s algorithm and,Explain Nagel's algorithm and,Q.4.,CSE-3rd-year.pdf,1,2514
3rd Year,48c1687bdbe0,explain performance issues for the following data link layer protocols,Explain performance issues for the following data link layer protocols:,WAN,CSE-3rd-year.pdf,1,2469
3rd Year,a3a7f699e8a5,explain propositional and predicate logic,Explain propositional and predicate logic?,(F),CSE-3rd-year.pdf,1,392
3rd Year,e7b1a9a70cc4,explain resolution process explain about a typical,Explain resolution process. Explain about a typical,UNIT-V,CSE-3rd-year.pdf,1,5661
3rd Year,fbef299def56,explain scanline fill algorithm with an example showing necessary vertex list edge,"Explain scanline fill algorithm with an example showing necessary vertex list, edge",COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,648
3rd Year,33ce640e7fcd,explain semantic net frame with suitable example,Explain Semantic Net & Frame with suitable example.,[P.T.O.],CSE-3rd-year.pdf,1,175
3rd Year,51e130a71a6d,explain state space approach for solving any ai problem,Explain state space approach for solving any AI problem.,(D),CSE-3rd-year.pdf,1,376
3rd Year,75fff8663eab,explain strong slot filler with example,Explain Strong slot filler with example?,[P.T.O.],CSE-3rd-year.pdf,1,179
3rd Year,78b1c719e071,explain the application and working of ant,Explain the application and working of Ant,TCS-603/1800,CSE-3rd-year.pdf,1,291
3rd Year,62d7147bcf20,explain the basic concept of midpoint ellipse drawing algorithm derive the decision,Explain the basic concept of midpoint ellipse drawing algorithm. Derive the decision,COMPUTER GRAPHICS,CSE-3rd-year.pdf,1,663
3rd Year,b638a5788fa1,explain the brief various application areas of computer,Explain the brief various application areas of computer,(4X5=20),CSE-3rd-year.pdf,1,500
3rd Year,ceec8ee55544,explain the causes of,Explain the causes of,[P.T.O.],CSE-3rd-year.pdf,1,2232
3rd Year,57e75a14fbb5,explain the cohen sutherland line clipping algorithm,Explain the Cohen Sutherland Line Clipping Algorithm?,[P.T.O.],CSE-3rd-year.pdf,1,754
3rd Year,98eabeda23dd,explain the concept of fractured segment with suitable diagram if required you,Explain the concept of fractured segment with suitable diagram if required. You,GRAPHICS,CSE-3rd-year.pdf,1,2008
3rd Year,a56c58bf5325,explain the concept of input buffering with sentinel in lexical analysis,Explain the concept of input buffering with sentinel in lexical analysis.,SECTION-C,CSE-3rd-year.pdf,1,1601
3rd Year,d1b7cc001574,explain the concept of isomorphism and,Explain the concept of 1-isomorphism and,M03-29T,CSE-3rd-year.pdf,1,6079
3rd Year,d3955b603a96,explain the concept of planning with state space search with an example explain,Explain the concept of planning with state space search with an example. Explain,[P.T.O.],CSE-3rd-year.pdf,1,251
3rd Year,b2d168975702,explain the concept of reinforcement learning with a real world example b discuss different types of planning strategies in ai including state space search conditional planning continuous planning and multi agent planning how do these approaches handle dynamic environments and uncertainty,"explain the concept of reinforcement learning with a real-world example.  b) Discuss different types of planning strategies in AI, including state space search, conditional  planning, continuous planning, and multi-agent planning. How do these approaches handle dynamic  environments and uncertainty?",ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,67
3rd Year,c7937df91ff7,explain the congestion control mechanisms to regulate the traffic in a data network discuss rpc and various design issues of presentation layer and transport layer explain routing and bellman ford algorithm,Explain the congestion control mechanisms to regulate the traffic in a data network. Discuss RPC and various design issues of presentation layer and transport layer. Explain routing and bellman ford algorithm.,Q.4.,CSE-3rd-year.pdf,1,2493
3rd Year,c561c8e105ae,explain the construction of syntax tree with an,Explain the construction of syntax tree with an,BCST-602,CSE-3rd-year.pdf,1,4530
3rd Year,23446e1fa5c8,explain the context free grammar with suitable example,Explain the context free grammar with suitable example.,SECTION-C,CSE-3rd-year.pdf,1,1609
3rd Year,4186a0defb17,explain the dag representation of basic blocks value numbers and algebraic laws with the help of suitable example,"Explain the DAG representation of basic blocks, value numbers and algebraic laws with the help of suitable example.",SECTION-E,CSE-3rd-year.pdf,1,1680
3rd Year,8f9f0555ff9f,explain the different,Explain the different,CST021_005 |,CSE-3rd-year.pdf,1,2377
3rd Year,639b8a0907ea,explain the different display devices,Explain the different display devices?,GRAPHICS,CSE-3rd-year.pdf,1,1970
3rd Year,cbbaad24b479,explain the different polygon filling algorithms,Explain the different polygon filling algorithms.,GRAPHICS,CSE-3rd-year.pdf,1,1992
3rd Year,3888cb87f6e0,explain the different type of header supportted by ipv what is the difference,Explain the different type of header supportted by IPv6. What is the difference,[P.T.O.],CSE-3rd-year.pdf,1,2204
3rd Year,4e6fe53369b2,explain the display file structure,Explain the display file structure.,GRAPHICS,CSE-3rd-year.pdf,1,1978
3rd Year,e28bcb135d5c,explain the following expert system,Explain the following expert system:,(B),CSE-3rd-year.pdf,1,440
3rd Year,25fb971fda7b,explain the following uniformed search strategies,Explain the following uniformed search strategies:,DAS,CSE-3rd-year.pdf,1,3421
3rd Year,a8244463aede,explain the functions of session presentation and application layer in osi,"Explain the functions of session, presentation and application layer in OSI",[P.T.O.],CSE-3rd-year.pdf,1,2214
3rd Year,331ba9bee09c,explain the importance of intermediate code generation phase in phases complier what are the different issues that must be considered in the selection of intermediate,Explain the importance of intermediate code generation phase in phases complier. What are the different issues that must be considered in the selection of intermediate,SECTION-E,CSE-3rd-year.pdf,1,1671
3rd Year,ca2fb84a6617,explain the local access network design in details what are the name the four,Explain the Local Access Network Design in details. What are the name the four,COMPUTER NETWORK,CSE-3rd-year.pdf,1,2153
3rd Year,1f97712fb307,explain the logical phase error and syntatic phase error also suggest methods,Explain the logical Phase Error and Syntatic phase error. Also suggest methods,Q4.,CSE-3rd-year.pdf,1,1430
3rd Year,a90b6d18c13e,explain the method of hill climbing also explain the problems associated with hill climbing and possible solutions,Explain the method of Hill climbing. Also explain the problems associated with hill climbing and possible solutions.,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,114
3rd Year,cacec6687692,explain the operations of union intersection exhsm isto and symmetric difference of two simple smit when loups vnes graphs with an example for each,"Explain the operations of union, intersection 00: exhsM Isto and symmetric difference of two simple smiT when loups vnes graphs with an example for each.",M03-29T,CSE-3rd-year.pdf,1,6005
3rd Year,8bc1845ed74c,explain the process of deletion in red black tree,Explain the process of deletion in red black tree.,[P.T.O.],CSE-3rd-year.pdf,1,6667
3rd Year,ac6ef87851f4,explain the setting up a hadoop cluster,Explain the setting up a Hadoop cluster,Q4.,CSE-3rd-year.pdf,1,4701
3rd Year,b1c386f09be2,explain the worst and best case time complexity of quick sort consider the quick sort algorithm with the last element chosen as the pivot if the goal is to sort the given a array a in ascending order how many swaps will occur during the execution of the algorithm,"Explain the worst and best case time complexity of Quick sort. Consider the Quick Sort algorithm with  the last element chosen as the pivot. If the goal is to sort the given a=[30,40,50,60,70,80]  array a=[30,40,50,60,70,80] in ascending order, how many swaps will occur during the execution of the  algorithm? (10 marks)",Q5.,CSE-3rd-year.pdf,1,7652
3rd Year,39f863d54f85,explain traveling salesman problem with,Explain traveling salesman problem with,[P.T.O.],CSE-3rd-year.pdf,1,6715
3rd Year,0acab42dee82,explain unification in predicate logic also discuss the steps of converting,Explain unification in predicate logic. Also discuss the steps of converting,[P.T.O.],CSE-3rd-year.pdf,1,167
3rd Year,583f1e408835,explain unix boot process yooo,Explain Unix boot process. yooo,P.T.O.,CSE-3rd-year.pdf,1,4189
3rd Year,388f41c78c75,explain v model in big data,Explain 5V model in Big Data?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6870
3rd Year,b08ff6ed5b9c,explain various knowledge acquisition strategies with suitable examples,Explain various knowledge acquisition strategies with suitable examples.,DS-1079],CSE-3rd-year.pdf,1,5150
3rd Year,86f73aebe305,explain various methods for problem representation in artificial intelligence,Explain various methods for problem representation in artificial intelligence.,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,5103
3rd Year,3cf63ff06a13,explain various quality of,Explain various Quality of,CST021_005 |,CSE-3rd-year.pdf,1,2366
3rd Year,c4aecb72f1ed,explain various steps in natural language processing with suitable diagram and examples,Explain various steps in natural language processing with suitable diagram and examples.,DS-1079],CSE-3rd-year.pdf,1,5137
3rd Year,51f824c0a978,explain visibility in detail,Explain visibility in detail.,GRAPHICS,CSE-3rd-year.pdf,1,2004
3rd Year,99dab6e7eea8,explain what do you mean by opengl api,Explain what do you mean by OpenGL API?,GRAPHICS,CSE-3rd-year.pdf,1,1982
3rd Year,5188eccd3883,explain with example,Explain with example,[P.T.O.],CSE-3rd-year.pdf,1,225
3rd Year,5188eccd3883,explain with example,Explain with example.,(F),CSE-3rd-year.pdf,1,384
3rd Year,5188eccd3883,explain with example,Explain with example.,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1031
3rd Year,fb71584c6913,explain with reasons what do you mean by domain name,Explain with reasons. What do you mean by domain name,UNIT-V,CSE-3rd-year.pdf,1,5660
3rd Year,cfe98e1008b4,explain with the help of diagram the global data flow analysis,Explain with the help of diagram the Global Data-Flow analysis.,[P.T.O.],CSE-3rd-year.pdf,1,1591
3rd Year,1a601ea53897,explain your answer with suitable reasoning qmoti,Explain your answer with suitable reasoning.qmoti,ARTIFICIAL INTELLIGENCE,CSE-3rd-year.pdf,1,5111
3rd Year,15552438ab0c,f describe the character,f. Describe the character,(4X5=20),CSE-3rd-year.pdf,1,506
3rd Year,8a1c5ec07edf,f what is ambiguous grammar,f) What is ambiguous grammar?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE-3rd-year.pdf,1,1015
3rd Year,bcd0cd977e28,f why do we need non parametric tests,f) Why do we need Non-Parametric tests?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6895
3rd Year,833196916234,find the order of parenthesization for,Find the order of parenthesization for,ANALYSIS OF ALGORITHMS,CSE-3rd-year.pdf,1,3050
3rd Year,94b74f370d00,find the same in the graph given below,Find the same in the graph given below:,TCS-604 // 2000,CSE-3rd-year.pdf,1,3588
3rd Year,693328ada68f,for interaction,for  interaction?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6888
3rd Year,b4639356e761,frame realy,Frame Realy,10X2=20,CSE-3rd-year.pdf,1,942
3rd Year,7229ddabe893,from ipv to ipv,from IPV6 to IPV4?,10X2=20,CSE-3rd-year.pdf,1,933
3rd Year,4d8a2edfba13,from other runtimes available,from other runtimes available?,TCS-402/1960/4,CSE-3rd-year.pdf,1,4303
3rd Year,4783bae17969,give a formula in,Give a formula in,0=4X2,CSE-3rd-year.pdf,1,6279
3rd Year,6b7107b4fd66,give a single homogenous coordinate transformation matrix which will have same,"Give a single 3*3 homogenous coordinate transformation matrix, which will have same",Section D,CSE-3rd-year.pdf,1,1836
3rd Year,5b0350ea694c,give an analysis of worst case running time of quicksort when,Give an analysis of worst case running time of quicksort. When,SECTION-1,CSE-3rd-year.pdf,1,6398
3rd Year,e0254f0433ba,give an array of elements which is the worst case for,Give an array of 8 elements which is the worst case for,SECTION-1,CSE-3rd-year.pdf,1,6410
3rd Year,07d2c1783384,give an example for each tovor,Give an example for each tovor,DS-99721,CSE-3rd-year.pdf,1,5973
3rd Year,d4180360d9d5,give the syntax directed translation scheme to translate the while control,Give the syntax directed translation scheme to translate the while control,T -> T*FIF,CSE-3rd-year.pdf,1,1469
3rd Year,529a4c6b26fb,given a graph g and vertices s and t does g contain,"Given a graph G and vertices s and t, does G contain",SECTION-5,CSE-3rd-year.pdf,1,6526
3rd Year,85bf98024248,graphics,graphics?,(4X5=20),CSE-3rd-year.pdf,1,520
3rd Year,ad2eba147368,habiano,habiano?,TCS-601,CSE-3rd-year.pdf,1,6176
3rd Year,e1bf4555cb26,handed system to left handed system,handed system to left handed system?,UNIT - IV,CSE-3rd-year.pdf,1,2865
3rd Year,132b6cecdd65,hdfs operations in detail,HDFS operations in  detail?,DATA ANALYTICS,CSE-3rd-year.pdf,1,6921
3rd Year,80449f39da87,holding time is msec what is the maximum achieveable efficiency of the ring,holding time is 10 msec. What is the maximum achieveable efficiency of the ring?,10X2=20,CSE-3rd-year.pdf,1,910
3rd Year,1006ba32aa90,hood,Hood,TCS-603/2000/4,CSE-3rd-year.pdf,1,3339
3rd Year,b57cf465728c,hooned say,hooned say,ΑΠΟ ΠΟ,CSE-3rd-year.pdf,1,6220
3rd Year,8b88747dc205,how a query is processed and optimized c define data warehousing and its significance in decision making discuss the various components of a data warehouse architecture,how a query is processed and optimized. (10 marks)  c) Define data warehousing and its significance in decision-making. Discuss the various components of  a data warehouse architecture (10 marks),DATABASE MANAGEMENT SYSTEM,CSE-3rd-year.pdf,1,7033
3rd Year,0dce66a62ee6,how al handles reasoning under uncertainty,How Al handles reasoning under uncertainty?,[P.T.O.],CSE-3rd-year.pdf,1,223
3rd Year,acfb0f892fc9,how can a sequence of three address,How can a sequence of three-address,DOAG),CSE-3rd-year.pdf,1,5455
3rd Year,74e9afb1fc3f,how can the,How can the,COMPUTER NETWORKS,CSE-3rd-year.pdf,1,3143
3rd Year,6aacef0f69a9,how can you represent the resolution of predicate oorgeemlogic,(1) How can you represent the resolution of predicate oorgeeMlogic?,TCS-603/2000/4,CSE-3rd-year.pdf,1,3351
